;20160314000000;;402;W;0.0
;20160314000032;;402;W;0.0
;20160314000105;;406;W;0.0
;20160314000137;;406;W;0.0
;20160314000209;;390;W;0.0
;20160314000241;;333;W;0.0
;20160314000313;;312;W;0.0
;20160314000348;;330;W;0.0
;20160314000419;;306;W;0.0
;20160314000451;;306;W;0.0
;20160314000523;;310;W;0.0
;20160314000555;;310;W;0.0
;20160314000632;;310;W;0.0
;20160314000704;;315;W;0.0
;20160314000752;;315;W;0.0
;20160314000824;;288;W;0.0
;20160314000856;;327;W;0.0
;20160314000930;;309;W;0.0
;20160314001003;;315;W;0.0
;20160314001034;;315;W;0.0
;20160314001111;;305;W;0.0
;20160314001143;;305;W;0.0
;20160314001216;;318;W;0.0
;20160314001249;;318;W;0.0
;20160314001323;;316;W;0.0
;20160314001401;;310;W;0.0
;20160314001434;;310;W;0.0
;20160314001506;;308;W;0.0
;20160314001538;;158;W;0.0
;20160314001610;;188;W;0.0
;20160314001642;;188;W;0.0
;20160314001714;;216;W;0.0
;20160314001745;;186;W;0.0
;20160314001817;;157;W;0.0
;20160314001849;;161;W;0.0
;20160314001922;;152;W;0.0
;20160314001955;;151;W;0.0
;20160314002026;;157;W;0.0
;20160314002058;;149;W;0.0
;20160314002130;;149;W;0.0
;20160314002202;;213;W;0.0
;20160314002234;;202;W;0.0
;20160314002307;;204;W;0.0
;20160314002339;;172;W;0.0
;20160314002412;;115;W;0.0
;20160314002445;;122;W;0.0
;20160314002518;;113;W;0.0
;20160314002549;;111;W;0.0
;20160314002621;;118;W;0.0
;20160314002654;;109;W;0.0
;20160314002727;;116;W;0.0
;20160314002759;;108;W;0.0
;20160314002834;;107;W;0.0
;20160314002906;;115;W;0.0
;20160314002938;;115;W;0.0
;20160314003010;;106;W;0.0
;20160314003042;;114;W;0.0
;20160314003114;;106;W;0.0
;20160314003146;;107;W;0.0
;20160314003218;;118;W;0.0
;20160314003250;;119;W;0.0
;20160314003321;;113;W;0.0
;20160314003353;;125;W;0.0
;20160314003425;;118;W;0.0
;20160314003457;;117;W;0.0
;20160314003529;;116;W;0.0
;20160314003600;;124;W;0.0
;20160314003633;;114;W;0.0
;20160314003705;;285;W;0.0
;20160314003738;;205;W;0.0
;20160314003810;;210;W;0.0
;20160314003842;;210;W;0.0
;20160314003914;;213;W;0.0
;20160314003947;;213;W;0.0
;20160314004023;;202;W;0.0
;20160314004055;;197;W;0.0
;20160314004127;;204;W;0.0
;20160314004159;;204;W;0.0
;20160314004233;;198;W;0.0
;20160314004305;;196;W;0.0
;20160314004337;;204;W;0.0
;20160314004414;;127;W;0.0
;20160314004446;;110;W;0.0
;20160314004518;;110;W;0.0
;20160314004550;;110;W;0.0
;20160314004622;;90;W;0.0
;20160314004654;;59;W;0.0
;20160314004726;;59;W;0.0
;20160314004758;;57;W;0.0
;20160314004830;;57;W;0.0
;20160314004902;;60;W;0.0
;20160314004936;;60;W;0.0
;20160314005009;;56;W;0.0
;20160314005042;;56;W;0.0
;20160314005114;;61;W;0.0
;20160314005146;;61;W;0.0
;20160314005221;;55;W;0.0
;20160314005252;;55;W;0.0
;20160314005330;;62;W;0.0
;20160314005402;;55;W;0.0
;20160314005434;;55;W;0.0
;20160314005506;;62;W;0.0
;20160314005538;;62;W;0.0
;20160314005611;;57;W;0.0
;20160314005644;;57;W;0.0
;20160314005717;;61;W;0.0
;20160314005749;;61;W;0.0
;20160314005820;;59;W;0.0
;20160314005852;;108;W;0.0
;20160314005924;;155;W;0.0
;20160314005956;;156;W;0.0
;20160314010036;;160;W;0.0
;20160314010111;;146;W;0.0
;20160314010143;;154;W;0.0
;20160314010215;;143;W;0.0
;20160314010248;;150;W;0.0
;20160314010320;;149;W;0.0
;20160314010352;;150;W;0.0
;20160314010425;;140;W;0.0
;20160314010457;;148;W;0.0
;20160314010529;;138;W;0.0
;20160314010601;;137;W;0.0
;20160314010633;;78;W;0.0
;20160314010706;;78;W;0.0
;20160314010738;;58;W;0.0
;20160314010810;;60;W;0.0
;20160314010842;;60;W;0.0
;20160314010915;;58;W;0.0
;20160314010947;;58;W;0.0
;20160314011018;;62;W;0.0
;20160314011050;;62;W;0.0
;20160314011123;;56;W;0.0
;20160314011155;;56;W;0.0
;20160314011228;;62;W;0.0
;20160314011300;;62;W;0.0
;20160314011332;;56;W;0.0
;20160314011404;;56;W;0.0
;20160314011439;;62;W;0.0
;20160314011512;;62;W;0.0
;20160314011544;;55;W;0.0
;20160314011617;;55;W;0.0
